feature,layer,diff_high_minus_low,p,q
NACC1,proteomics,-0.0617955086580084,0.3839467695675344,0.5241832823194316
ECHDC3,proteomics,-0.2608287337662337,0.3839467695675344,0.5241832823194316
GATA3,proteomics,-0.0778484307359307,0.3839467695675344,0.5241832823194316
PIK3AP1,proteomics,0.2008588744588743,0.3886032382389277,0.5285655027326133
IL20,proteomics,-0.028416829004329,0.3886032382389277,0.5285655027326133
TSPYL1,proteomics,0.0072170454545454,0.3886032382389277,0.5285655027326133
IL13,proteomics,0.0283976731601725,0.3886032382389277,0.5285655027326133
ATXN2L,proteomics,-0.0506544913419912,0.3886032382389277,0.5285655027326133
TNN,proteomics,-0.1111791125541125,0.3886032382389277,0.5285655027326133
VSIG2,proteomics,-0.0058995670995669,0.3886032382389277,0.5285655027326133
TDGF1,proteomics,-0.1889383658008658,0.3886032382389277,0.5285655027326133
ITM2A,proteomics,-0.0587508116883115,0.3932939322736131,0.5327146265226002
KLK12,proteomics,0.3192116883116885,0.3932939322736131,0.5327146265226002
MEP1B,proteomics,-0.2073984307359302,0.3932939322736131,0.5327146265226002
RCOR1,proteomics,-0.1513608225108225,0.3932939322736131,0.5327146265226002
GOT1,proteomics,-0.0042573593073592,0.3932919185950491,0.5327146265226002
KIAA1549,proteomics,0.1112628787878785,0.3932939322736131,0.5327146265226002
FN1,proteomics,-0.0570409632034629,0.3932939322736131,0.5327146265226002
SLC28A1,proteomics,-0.0706728896103895,0.3932939322736131,0.5327146265226002
MMP8,proteomics,0.2298504329004329,0.3932939322736131,0.5327146265226002
GLT8D2,proteomics,-0.0492327922077922,0.3956500751794134,0.535162040605935
DPP6,proteomics,-0.0646193181818181,0.3956500751794134,0.535162040605935
SIGLEC5,proteomics,0.263650974025974,0.3956500751794134,0.535162040605935
INHBB,proteomics,-0.1397657467532467,0.3980187623232748,0.5363802868930071
BLVRB,proteomics,0.2260343073593083,0.3980187623232748,0.5363802868930071
EPHA10,proteomics,-0.1832588744588744,0.3980187623232748,0.5363802868930071
APOL1,proteomics,-0.2855478896103897,0.3980187623232748,0.5363802868930071
DUSP13,proteomics,0.2005133116883115,0.3980187623232748,0.5363802868930071
PDCD1LG2,proteomics,-0.0577126082251082,0.3980187623232748,0.5363802868930071
DCUN1D1,proteomics,-0.1692682900432902,0.3980187623232748,0.5363802868930071
FCRL3,proteomics,-0.1815095238095238,0.3980187623232748,0.5363802868930071
FURIN,proteomics,-0.0687650974025974,0.402777633445827,0.5407988160597852
LILRB4,proteomics,-0.084202110389611,0.402777633445827,0.5407988160597852
C1GALT1C1,proteomics,-0.0663727272727272,0.402777633445827,0.5407988160597852
PRAME,proteomics,-0.0989974025974025,0.402777633445827,0.5407988160597852
F12,proteomics,-0.0954705627705627,0.402777633445827,0.5407988160597852
ESAM,proteomics,0.0411626082251081,0.4027756312991831,0.5407988160597852
CTHRC1,proteomics,-0.0701867965367966,0.402777633445827,0.5407988160597852
NTF3,proteomics,-0.095423593073593,0.402777633445827,0.5407988160597852
RAB44,proteomics,0.0273803030303028,0.4051658050732348,0.5437555776992955
MED21,proteomics,-0.0953049242424242,0.4075704450855334,0.5459800233661843
PTK7,proteomics,-0.0393293831168831,0.4075704450855334,0.5459800233661843
IVD,proteomics,-0.1898977272727273,0.4075704450855334,0.5459800233661843
CSF3R,proteomics,-0.0517241883116882,0.4075704450855334,0.5459800233661843
ANKRD54,proteomics,0.1109276515151516,0.4099775530100317,0.5489529947083475
HJV,proteomics,0.0722415584415584,0.412397091054609,0.550176493451676
PSMD5,proteomics,-0.066076948051948,0.412397091054609,0.550176493451676
STAT2,proteomics,0.0665355519480517,0.412397091054609,0.550176493451676
NPL,proteomics,0.1204101731601731,0.412397091054609,0.550176493451676
GUCY2C,proteomics,-0.03078170995671,0.412397091054609,0.550176493451676
SERPINI1,proteomics,-0.1222408549783549,0.412397091054609,0.550176493451676
CDH4,proteomics,-0.178653354978355,0.412397091054609,0.550176493451676
TPSG1,proteomics,-0.0813432359307359,0.412397091054609,0.550176493451676
CBLN4,proteomics,-0.0535866883116883,0.4148210813226667,0.553157856161567
LAMP1,proteomics,-0.0685109307359307,0.4172574595163224,0.5543834337119138
PON2,proteomics,-0.0454808982683982,0.4172574595163224,0.5543834337119138
SEPTIN8,proteomics,0.0566059523809523,0.4172574595163224,0.5543834337119138
STX1B,proteomics,-0.0974922619047619,0.4172574595163224,0.5543834337119138
FCAMR,proteomics,-0.2440250541125541,0.4172574595163224,0.5543834337119138
LAIR2,proteomics,-0.0712297619047619,0.4172574595163224,0.5543834337119138
LILRA2,proteomics,-0.0425617424242424,0.4172574595163224,0.5543834337119138
RABEPK,proteomics,-0.0956819805194805,0.4172574595163224,0.5543834337119138
SLK,proteomics,-0.0106201298701297,0.4196982744209145,0.5573730377702558
PTH,proteomics,-0.2011223484848484,0.4221514329696146,0.5591067687223307
BTC,proteomics,0.07132867965368,0.4221514329696146,0.5591067687223307
FOXJ3,proteomics,-0.0307268398268397,0.4221514329696146,0.5591067687223307
PRDX1,proteomics,-0.1050035173160179,0.4221514329696146,0.5591067687223307
MME,proteomics,0.1380987554112554,0.4221514329696146,0.5591067687223307
SMAD2,proteomics,0.0601292207792207,0.4221494578810117,0.5591067687223307
CD164,proteomics,0.0158397727272727,0.4246090119670339,0.5618524861836307
F10,proteomics,0.0085107142857142,0.4246090119670339,0.5618524861836307
LILRA5,proteomics,-0.0549085497835497,0.4270769207484408,0.5628275880575458
CD101,proteomics,-0.1682341991341991,0.4270788882352503,0.5628275880575458
GH1,proteomics,0.2033967532467534,0.4270788882352503,0.5628275880575458
SFTPD,proteomics,0.1412647727272727,0.4270788882352503,0.5628275880575458
MUC16,proteomics,0.1706829545454546,0.4270788882352503,0.5628275880575458
PDIA3,proteomics,-0.045620238095238,0.4270788882352503,0.5628275880575458
HGF,proteomics,0.0703371753246753,0.4270788882352503,0.5628275880575458
KRT18,proteomics,-0.1846593614718613,0.4270788882352503,0.5628275880575458
MSR1,proteomics,0.0425015692640692,0.4270788882352503,0.5628275880575458
PALLD,proteomics,-0.0293337662337662,0.4320396964435172,0.5670642266297266
CA3,proteomics,0.1626508116883114,0.4320396964435172,0.5670642266297266
PMS1,proteomics,-0.1603110389610387,0.4320377368948195,0.5670642266297266
PNLIPRP1,proteomics,-0.1677905844155844,0.4320396964435172,0.5670642266297266
PKD1,proteomics,-0.1109911796536796,0.4320396964435172,0.5670642266297266
CDHR2,proteomics,0.1325025974025974,0.4320377368948195,0.5670642266297266
RANGAP1,proteomics,0.155617261904762,0.4320396964435172,0.5670642266297266
TAFA5,proteomics,-0.0683049783549784,0.4320396964435172,0.5670642266297266
CES2,proteomics,-0.0396258658008658,0.4320396964435172,0.5670642266297266
FARSA,proteomics,-0.0751136904761904,0.4370337230234913,0.5718216528190085
GAST,proteomics,-0.1331577922077921,0.4370337230234913,0.5718216528190085
RBKS,proteomics,0.1026602272727277,0.4370337230234913,0.5718216528190085
RSPO3,proteomics,-0.0545738095238096,0.4370337230234913,0.5718216528190085
PTPRB,proteomics,-0.0359294913419914,0.4370317717497634,0.5718216528190085
CCN5,proteomics,-0.0508829545454546,0.4370337230234913,0.5718216528190085
C3,proteomics,-0.0390689393939393,0.4370337230234913,0.5718216528190085
SLC39A5,proteomics,0.1717273268398267,0.4420608276938772,0.5765925030563156
MICB_MICA,proteomics,-0.4966728896103894,0.4420608276938772,0.5765925030563156
RBM25,proteomics,-0.0829232142857142,0.4420608276938772,0.5765925030563156
IL18R1,proteomics,0.0629580627705628,0.4420588850324237,0.5765925030563156
VAT1,proteomics,-0.046570238095238,0.4420608276938772,0.5765925030563156
CLEC11A,proteomics,-0.0659006493506492,0.4420608276938772,0.5765925030563156
CLTA,proteomics,0.0212412337662337,0.4420569423510516,0.5765925030563156
FES,proteomics,0.0635438311688311,0.4445848006830322,0.5796259466532128
COL5A1,proteomics,-0.1031487012987013,0.4471208644554428,0.5806016378512926
MNDA,proteomics,-0.062625324675325,0.4471208644554428,0.5806016378512926
OXT,proteomics,0.2622530303030299,0.4471208644554428,0.5806016378512926
HRAS,proteomics,-0.4161470238095236,0.4471208644554428,0.5806016378512926
PRG2,proteomics,-0.1340694805194805,0.4471208644554428,0.5806016378512926
PDRG1,proteomics,-0.0674491341991341,0.4471208644554428,0.5806016378512926
PDZK1,proteomics,0.0658588744588745,0.4471208644554428,0.5806016378512926
CRX,proteomics,-0.1738336038961039,0.4471208644554428,0.5806016378512926
FGF16,proteomics,0.0214424783549787,0.4471208644554428,0.5806016378512926
CILP,proteomics,-0.110210551948052,0.4496612560708078,0.5836411418716569
DDX4,proteomics,0.1651646103896103,0.4522136815850589,0.5856537843478632
LRRC59,proteomics,0.0442905844155845,0.4522136815850589,0.5856537843478632
PKD2,proteomics,-0.1413738636363635,0.4522136815850589,0.5856537843478632
BCL2,proteomics,0.2205266774891775,0.4522136815850589,0.5856537843478632
GPC1,proteomics,-0.0621725649350649,0.4522136815850589,0.5856537843478632
PSAP,proteomics,-0.0660196969696969,0.4547704141551917,0.5881831506971794
IL33,proteomics,-0.0677959415584415,0.4547704141551917,0.5881831506971794
CCL4,proteomics,0.0951881493506496,0.4547704141551917,0.5881831506971794
PTGR1,proteomics,-0.2085088744588745,0.4573391216313561,0.5899392111776055
ITGAL,proteomics,0.0686149350649349,0.4573391216313561,0.5899392111776055
WASL,proteomics,0.0849748917748917,0.4573391216313561,0.5899392111776055
STOML2,proteomics,-0.3239702922077926,0.4573391216313561,0.5899392111776055
HEBP1,proteomics,0.123625054112554,0.4573391216313561,0.5899392111776055
CFHR2,proteomics,-0.0429709956709957,0.4573391216313561,0.5899392111776055
CCL27,proteomics,0.0469080627705629,0.4599121146196869,0.5929965200852867
IL3,proteomics,-0.0551151515151511,0.4624970214120131,0.5934498654904804
IL19,proteomics,-0.1387171536796538,0.4624970214120131,0.5934498654904804
EREG,proteomics,-0.1234700757575757,0.4624970214120131,0.5934498654904804
GSTT2B,proteomics,0.133584848484848,0.4624970214120131,0.5934498654904804
SPTBN2,proteomics,-0.0759699675324674,0.4624970214120131,0.5934498654904804
FZD8,proteomics,-0.0297878246753245,0.4624970214120131,0.5934498654904804
FCN2,proteomics,0.140722619047619,0.4624970214120131,0.5934498654904804
SNAPIN,proteomics,-0.0421375541125541,0.4624970214120131,0.5934498654904804
COL18A1,proteomics,-0.013899512987013,0.4624970214120131,0.5934498654904804
RBPMS,proteomics,-0.1461228354978355,0.4624970214120131,0.5934498654904804
COL28A1,proteomics,-0.1136975108225108,0.4624970214120131,0.5934498654904804
IL1RN,proteomics,0.0472394480519484,0.4650861914160064,0.5965102841197835
PTPRM,proteomics,-0.0318881493506493,0.467687212012686,0.5982712125658999
RBP7,proteomics,0.0641750541125538,0.467687212012686,0.5982712125658999
HNMT,proteomics,-0.1934301948051948,0.467687212012686,0.5982712125658999
ASAH2,proteomics,-0.0145636904761905,0.467687212012686,0.5982712125658999
AFP,proteomics,-0.1574179653679654,0.467687212012686,0.5982712125658999
KHK,proteomics,0.0694596320346319,0.467687212012686,0.5982712125658999
LRP11,proteomics,-0.0671527597402597,0.4702924727638267,0.6013407252356366
SPRED2,proteomics,0.004263474025974,0.4729095187875913,0.603630796251585
AGR2,proteomics,-0.1869323593073594,0.4729095187875913,0.603630796251585
CA12,proteomics,-0.0415887445887445,0.4729095187875913,0.603630796251585
GZMA,proteomics,-0.1155769480519481,0.4729095187875913,0.603630796251585
SCIN,proteomics,0.0375272186147185,0.4781637613617501,0.6082126520715385
CNPY2,proteomics,0.1079080086580084,0.4781637613617501,0.6082126520715385
HSD17B3,proteomics,-0.0538474025974025,0.4781637613617501,0.6082126520715385
CPM,proteomics,0.0501803571428571,0.4781637613617501,0.6082126520715385
DCXR,proteomics,0.1004994588744592,0.4781637613617501,0.6082126520715385
OMG,proteomics,-0.0603256493506494,0.4781637613617501,0.6082126520715385
HMGCS1,proteomics,-0.0916025432900432,0.4781637613617501,0.6082126520715385
TNFRSF10B,proteomics,-0.0626754329004327,0.4781637613617501,0.6082126520715385
NFYA,proteomics,-0.0715478354978356,0.483449753634906,0.6125373341460036
F7,proteomics,-0.0392611471861472,0.483449753634906,0.6125373341460036
CASQ2,proteomics,-0.1208478896103895,0.483449753634906,0.6125373341460036
KAZALD1,proteomics,-0.0390670454545454,0.483449753634906,0.6125373341460036
TIGIT,proteomics,-0.082588095238095,0.483449753634906,0.6125373341460036
TGFBR3,proteomics,-0.104279816017316,0.483449753634906,0.6125373341460036
SEMA4C,proteomics,-0.0508282467532468,0.483449753634906,0.6125373341460036
CD300LF,proteomics,0.0182317640692639,0.483449753634906,0.6125373341460036
SH3GL3,proteomics,-0.1710873917748915,0.483449753634906,0.6125373341460036
FH,proteomics,-0.0465600108225108,0.4887673037871233,0.6174013954061198
LRP1,proteomics,-0.0582978896103896,0.4887673037871233,0.6174013954061198
GGT1,proteomics,-0.0686186147186148,0.4887673037871233,0.6174013954061198
AOC1,proteomics,-0.0894725649350649,0.4887673037871233,0.6174013954061198
SETMAR,proteomics,-0.0327694264069264,0.4887673037871233,0.6174013954061198
FABP9,proteomics,-0.0276018939393939,0.4887673037871233,0.6174013954061198
IL11,proteomics,-0.1434858225108225,0.4887673037871233,0.6174013954061198
SLMAP,proteomics,0.0950591991341991,0.4941162142860759,0.6214723297582615
CIT,proteomics,-0.0531717532467533,0.4941162142860759,0.6214723297582615
S100P,proteomics,0.0960705086580087,0.4941162142860759,0.6214723297582615
PGR,proteomics,0.283945670995671,0.4941162142860759,0.6214723297582615
IDI2,proteomics,-0.0734613095238095,0.4941162142860759,0.6214723297582615
COL6A3,proteomics,-0.060219264069264,0.4941162142860759,0.6214723297582615
CA1,proteomics,0.1258937770562767,0.4941162142860759,0.6214723297582615
AGRN,proteomics,-0.0828838744588744,0.4941162142860759,0.6214723297582615
SNX5,proteomics,0.0640324134199133,0.4941162142860759,0.6214723297582615
PTPRR,proteomics,-0.0734964826839827,0.4941162142860759,0.6214723297582615
PRKRA,proteomics,0.0310600108225105,0.4968005345398837,0.6245797688000345
PENK,proteomics,-0.0584672077922078,0.4994962818960309,0.6250118287594598
PDCL2,proteomics,-0.1289810606060605,0.4994962818960309,0.6250118287594598
TMED1,proteomics,-0.1854339826839825,0.4994962818960309,0.6250118287594598
SULT2A1,proteomics,-0.2196314935064931,0.4994962818960309,0.6250118287594598
ADAMTS1,proteomics,0.0422156926406925,0.4994962818960309,0.6250118287594598
GASK1A,proteomics,-0.0692399891774893,0.4994962818960309,0.6250118287594598
BRK1,proteomics,0.0244912878787879,0.4994962818960309,0.6250118287594598
PTPRH,proteomics,-0.0285223484848484,0.4994962818960309,0.6250118287594598
NMNAT1,proteomics,-0.0276000541125541,0.4994962818960309,0.6250118287594598
MKI67,proteomics,-0.1226196969696969,0.4994944562631853,0.6250118287594598
RBM19,proteomics,0.0225085497835499,0.4994944562631853,0.6250118287594598
GFAP,proteomics,0.1193434523809524,0.504907297688539,0.629895019694238
CFB,proteomics,-0.04070091991342,0.504907297688539,0.629895019694238
MFGE8,proteomics,0.1183229978354978,0.504907297688539,0.629895019694238
TNF,proteomics,-0.7731010281385282,0.504907297688539,0.629895019694238
HAO1,proteomics,0.0616272727272726,0.504907297688539,0.629895019694238
IGSF8,proteomics,-0.0540561147186148,0.504907297688539,0.629895019694238
DEFB104A_DEFB104B,proteomics,-0.0120458333333333,0.5049054847152934,0.629895019694238
GUSB,proteomics,0.143123593073593,0.5076225377914791,0.6330122346264905
LAMA4,proteomics,-0.0526390151515152,0.510349047054832,0.6337086935179583
WFDC2,proteomics,-0.124555681818182,0.510349047054832,0.6337086935179583
MPO,proteomics,0.1217880952380952,0.510349047054832,0.6337086935179583
XRCC4,proteomics,-0.0683112554112554,0.510349047054832,0.6337086935179583
GLB1,proteomics,0.0832209415584413,0.51034724707544,0.6337086935179583
CLEC14A,proteomics,-0.0523181818181818,0.510349047054832,0.6337086935179583
EPN1,proteomics,-0.1057757034632034,0.510349047054832,0.6337086935179583
TBC1D5,proteomics,0.0785378787878784,0.510349047054832,0.6337086935179583
MEPE,proteomics,-0.0747028138528138,0.510349047054832,0.6337086935179583
REG4,proteomics,-0.104681655844156,0.510349047054832,0.6337086935179583
SPINT3,proteomics,0.4741599567099568,0.5158213097199362,0.6388752916573617
CEP152,proteomics,-0.0648693722943722,0.5158213097199362,0.6388752916573617
ATP6V1G2,proteomics,0.0678663961038957,0.5158213097199362,0.6388752916573617
BCL7A,proteomics,-0.0398140692640693,0.5158213097199362,0.6388752916573617
CCDC80,proteomics,-0.0900429653679652,0.5158213097199362,0.6388752916573617
KHDC3L,proteomics,-0.3359798701298703,0.5158213097199362,0.6388752916573617
TMEM132A,proteomics,-0.0673983766233766,0.5213238597585075,0.6432375019308221
PNMA2,proteomics,-0.0569162337662338,0.5213238597585075,0.6432375019308221
FGL1,proteomics,-0.0864942099567099,0.5213238597585075,0.6432375019308221
IGDCC4,proteomics,-0.0616296536796537,0.5213238597585075,0.6432375019308221
C2orf69,proteomics,0.1655349025974025,0.5213238597585075,0.6432375019308221
TNFAIP2,proteomics,-0.0374699675324673,0.5213238597585075,0.6432375019308221
LTA4H,proteomics,-0.0816010281385281,0.5213238597585075,0.6432375019308221
GCLM,proteomics,0.0966979978354978,0.5213220867657471,0.6432375019308221
CHAD,proteomics,-0.0989080627705627,0.5213238597585075,0.6432375019308221
NPTN,proteomics,0.3062749458874459,0.524084654361659,0.6463710737127127
TRAF2,proteomics,0.1013606601731605,0.5268564656123884,0.6484216627305311
NPC2,proteomics,-0.0582398809523809,0.5268564656123884,0.6484216627305311
NCS1,proteomics,-0.0539594155844157,0.5268564656123884,0.6484216627305311
MTHFSD,proteomics,0.0829599567099566,0.5268564656123884,0.6484216627305311
SOST,proteomics,-0.0701878787878788,0.5268564656123884,0.6484216627305311
MYCBP2,proteomics,0.0764437229437229,0.5324188901098932,0.6522466118152631
CLC,proteomics,-0.1010328463203462,0.5324188901098932,0.6522466118152631
SCLY,proteomics,-0.0844755952380952,0.5324188901098932,0.6522466118152631
CPLX2,proteomics,0.0424578463203462,0.5324188901098932,0.6522466118152631
LAMTOR5,proteomics,0.0352137987012987,0.5324188901098932,0.6522466118152631
TNFRSF12A,proteomics,-0.0621354437229437,0.5324171454282487,0.6522466118152631
KYNU,proteomics,0.0705554112554111,0.5324188901098932,0.6522466118152631
VIM,proteomics,0.1504235389610388,0.5324188901098932,0.6522466118152631
BST2,proteomics,-0.1467574675324675,0.5324188901098932,0.6522466118152631
RGL2,proteomics,0.0889144480519483,0.5324188901098932,0.6522466118152631
GKN1,proteomics,-0.0837516774891774,0.5324171454282487,0.6522466118152631
SNRPB2,proteomics,0.0222658549783549,0.5380108904868224,0.657718876157667
RIDA,proteomics,-0.035033982683983,0.5380108904868224,0.657718876157667
NEB,proteomics,0.1645178571428573,0.5380108904868224,0.657718876157667
MAPK13,proteomics,-0.0294023268398268,0.5380108904868224,0.657718876157667
GCHFR,proteomics,-0.0813634199134197,0.5380108904868224,0.657718876157667
SCGB3A1,proteomics,-0.0567833333333333,0.5436322184092088,0.6632040794699989
ALPP,proteomics,0.2191344155844155,0.5436322184092088,0.6632040794699989
WFDC1,proteomics,-0.1114137987012986,0.5436305033528391,0.6632040794699989
HSD17B14,proteomics,-0.1395328463203462,0.5436322184092088,0.6632040794699989
WIF1,proteomics,-0.0520055194805195,0.5436322184092088,0.6632040794699989
TFPI,proteomics,0.0303637445887445,0.5464503861672722,0.6660881858581426
AREG,proteomics,-0.0793654761904761,0.5464520936325097,0.6660881858581426
TRAF3,proteomics,-0.0446271103896104,0.5492826199977975,0.6670349390334699
MMP3,proteomics,-0.1309988636363636,0.5492826199977975,0.6670349390334699
SLC16A1,proteomics,-0.1049954545454546,0.5492826199977975,0.6670349390334699
TNFRSF14,proteomics,-0.0558654761904761,0.5492826199977975,0.6670349390334699
IL10,proteomics,-0.3578334415584414,0.5492809202432007,0.6670349390334699
PTN,proteomics,0.1322672619047619,0.5492826199977975,0.6670349390334699
PAGR1,proteomics,0.0660626623376623,0.5492809202432007,0.6670349390334699
ELOB,proteomics,0.0501810606060605,0.5492826199977975,0.6670349390334699
GSTA1,proteomics,-0.2240605519480519,0.5492826199977975,0.6670349390334699
OCLN,proteomics,-0.1150472402597403,0.5521169505876447,0.6699202351879142
IGDCC3,proteomics,0.005617316017316,0.5521169505876447,0.6699202351879142
HK2,proteomics,0.1553407467532467,0.5549618358542556,0.6716991495660412
SMARCA2,proteomics,-0.2332621753246737,0.5549601517253584,0.6716991495660412
CGREF1,proteomics,-0.0627148809523809,0.5549618358542556,0.6716991495660412
MRPL52,proteomics,-0.0416671536796536,0.5549618358542556,0.6716991495660412
FAM3B,proteomics,0.0420113636363636,0.5549618358542556,0.6716991495660412
NPPC,proteomics,0.0827148809523808,0.5549618358542556,0.6716991495660412
KLK3,proteomics,0.15208170995671,0.5606696010891176,0.6774854253755646
NBN,proteomics,0.0642068181818182,0.5606696010891176,0.6774854253755646
KLK13,proteomics,-0.0301370670995671,0.5606696010891176,0.6774854253755646
ACAN,proteomics,-0.0449405303030302,0.5606696010891176,0.6774854253755646
RTN4R,proteomics,-0.059294751082251,0.56640564535146,0.6832867112514723
HBZ,proteomics,0.1805391233766232,0.56640564535146,0.6832867112514723
CPXM2,proteomics,-0.0486561688311688,0.56640564535146,0.6832867112514723
GPD1,proteomics,0.0125738095238095,0.56640564535146,0.6832867112514723
HSDL2,proteomics,-0.0418346861471859,0.5721696928603057,0.6882518568850509
CALB1,proteomics,-0.114532683982684,0.5721696928603057,0.6882518568850509
B4GAT1,proteomics,-0.0450308982683982,0.5721696928603057,0.6882518568850509
CXCL14,proteomics,-0.1254086038961033,0.5721696928603057,0.6882518568850509
LMNB1,proteomics,-0.0423619047619046,0.5721696928603057,0.6882518568850509
SIT1,proteomics,-0.0538959956709956,0.5721680575340528,0.6882518568850509
KDM3A,proteomics,0.0456655844155844,0.5721696928603057,0.6882518568850509
PRKAB1,proteomics,0.0425556277056276,0.5779614624377551,0.693506303245303
IFI30,proteomics,-0.0014498376623376,0.5779614624377551,0.693506303245303
NID1,proteomics,-0.0466787878787878,0.5779614624377551,0.693506303245303
TRIM5,proteomics,0.0792691017316016,0.5779614624377551,0.693506303245303
TANK,proteomics,-0.1412904220779221,0.5779614624377551,0.693506303245303
PYY,proteomics,0.193518993506494,0.5779614624377551,0.693506303245303
SERPIND1,proteomics,0.0849778679653679,0.5808660438129509,0.6967055585003101
GNPDA1,proteomics,0.0380564935064935,0.58378066754384,0.6979103849614087
SPON2,proteomics,-0.0625765692640692,0.58378066754384,0.6979103849614087
NGRN,proteomics,0.0064475108225107,0.5837790663375068,0.6979103849614087
NOS1,proteomics,0.1115714285714284,0.58378066754384,0.6979103849614087
EPHA1,proteomics,-0.0257030844155844,0.58378066754384,0.6979103849614087
POMC,proteomics,-0.1429490259740259,0.58378066754384,0.6979103849614087
IL18RAP,proteomics,-0.0964381493506483,0.58378066754384,0.6979103849614087
NDRG1,proteomics,-0.1616905844155845,0.58378066754384,0.6979103849614087
TFF2,proteomics,-0.0421726190476191,0.5896270163130954,0.7028873444874298
TPRKB,proteomics,0.1230392857142856,0.5896254326356974,0.7028873444874298
CYTL1,proteomics,-0.078586093073593,0.5896270163130954,0.7028873444874298
MYOM2,proteomics,0.1209977272727271,0.5896270163130954,0.7028873444874298
CDK5RAP3,proteomics,0.0639719155844156,0.5896270163130954,0.7028873444874298
EDN1,proteomics,-0.0445914502164502,0.5896270163130954,0.7028873444874298
NPTX2,proteomics,-0.0564812770562772,0.5896270163130954,0.7028873444874298
AGRP,proteomics,-0.0884397186147183,0.5955002115928472,0.7075801294658098
TMED4,proteomics,-0.031413474025974,0.5955002115928472,0.7075801294658098
IGSF3,proteomics,0.0338468614718614,0.5955002115928472,0.7075801294658098
TOP1,proteomics,-0.0820970238095236,0.5955002115928472,0.7075801294658098
UXS1,proteomics,0.135321645021645,0.5955002115928472,0.7075801294658098
SLAMF1,proteomics,-0.0832892316017314,0.5955002115928472,0.7075801294658098
SCT,proteomics,-0.0802950216450216,0.5955002115928472,0.7075801294658098
TSPAN8,proteomics,-0.1415404220779219,0.5954986457539224,0.7075801294658098
NT5C1A,proteomics,0.0162210497835498,0.6013999509832053,0.71140916905055
DOCK9,proteomics,-0.1337883116883117,0.6013999509832053,0.71140916905055
ADH4,proteomics,-0.1347434523809523,0.6013999509832053,0.71140916905055
PRTG,proteomics,-0.0269818722943722,0.6013984032898323,0.71140916905055
ERBB2,proteomics,0.0438641233766233,0.6013999509832053,0.71140916905055
CCL8,proteomics,0.0335344696969697,0.6013999509832053,0.71140916905055
DEFB4A_DEFB4B,proteomics,0.1754271645021643,0.6013999509832053,0.71140916905055
CXCL17,proteomics,-0.1496196969696968,0.6013999509832053,0.71140916905055
PFDN2,proteomics,0.0365045454545456,0.6013999509832053,0.71140916905055
GOLGA3,proteomics,-0.0134270562770562,0.6013999509832053,0.71140916905055
ACTA2,proteomics,-0.0754261363636363,0.6013999509832053,0.71140916905055
RALB,proteomics,0.0821700757575757,0.60732592687876,0.7163897030938723
INPP5J,proteomics,0.001191504329004,0.60732592687876,0.7163897030938723
MYOM3,proteomics,0.1955300865800865,0.6073243976354576,0.7163897030938723
PPM1B,proteomics,0.2344280303030303,0.60732592687876,0.7163897030938723
CCL7,proteomics,0.1068821969696969,0.60732592687876,0.7163897030938723
ARG1,proteomics,0.065377867965368,0.60732592687876,0.7163897030938723
ESR1,proteomics,0.1941479437229437,0.60732592687876,0.7163897030938723
CDHR1,proteomics,-0.0799890692640692,0.6102971360716549,0.7196040858158319
CD2,proteomics,-0.0293214826839829,0.6132778265119712,0.7207925560492529
DYNLT1,proteomics,-0.0603839826839826,0.6132778265119712,0.7207925560492529
CD248,proteomics,-0.0919079545454545,0.6132778265119712,0.7207925560492529
ADAMTS16,proteomics,-0.0123358766233766,0.6132778265119712,0.7207925560492529
NFATC3,proteomics,0.0482283008658011,0.6132778265119712,0.7207925560492529
CEBPA,proteomics,0.0215743506493506,0.6132763160205992,0.7207925560492529
RARRES2,proteomics,0.0134246753246753,0.6132778265119712,0.7207925560492529
GABRA4,proteomics,-0.2544608766233766,0.6132778265119712,0.7207925560492529
GSTA3,proteomics,-0.2260195346320346,0.6192553319982443,0.7254843027779031
CHCHD10,proteomics,-0.0458967532467531,0.6192553319982443,0.7254843027779031
BAP18,proteomics,0.055141233766234,0.6192553319982443,0.7254843027779031
DMP1,proteomics,-0.2413333874458876,0.6192553319982443,0.7254843027779031
BAG3,proteomics,0.041070725108225,0.6192553319982443,0.7254843027779031
SUOX,proteomics,-0.1823437229437229,0.6192553319982443,0.7254843027779031
BCL7B,proteomics,-0.0347257575757575,0.6192553319982443,0.7254843027779031
CFHR5,proteomics,0.0269503787878788,0.6192553319982443,0.7254843027779031
LRIG1,proteomics,0.0051961038961038,0.6222521044060715,0.7287030854082319
BRSK2,proteomics,0.071685119047619,0.6252581203826834,0.7301755836510521
CACNA1C,proteomics,-0.0128206168831169,0.6252581203826834,0.7301755836510521
SLC9A3R2,proteomics,0.016539935064935,0.6252581203826834,0.7301755836510521
NAGA,proteomics,0.0948918831168831,0.6252581203826834,0.7301755836510521
CEACAM19,proteomics,-0.0173806818181819,0.6252581203826834,0.7301755836510521
SEPTIN7,proteomics,-0.1966081168831169,0.6252581203826834,0.7301755836510521
ANGPTL4,proteomics,-0.0535649350649351,0.6252581203826834,0.7301755836510521
IMMT,proteomics,-0.0938359848484848,0.6282674310545318,0.7331040722444696
ISM1,proteomics,0.0042517857142857,0.6282674310545318,0.7331040722444696
PADI4,proteomics,-0.0607413419913421,0.6312858636885104,0.7351587966380541
MTHFD2,proteomics,0.0486297619047619,0.6312858636885104,0.7351587966380541
